"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KZD4CPGJ","journalArticle","2018","D'Aniello, Federica; Sorrentino, Marco; Rizzo, Gianfranco; Trifirò, Alena; Bedogni, Filippo","Introducing innovative energy performance metrics for high-level monitoring and diagnosis of telecommunication sites","Applied Thermal Engineering","","1359-4311","10.1016/j.applthermaleng.2018.03.061","https://www.sciencedirect.com/science/article/pii/S1359431117357794","This paper aims at deepening the theme of monitoring and energetic diagnosis of telecommunication (TLC) central offices, via the development and application of innovative performance parameters, whose objective is to detect the presence of anomalous energy absorption of the electronic equipment and cooling systems. Firstly, extensive energy analysis is conducted by using the heating degree days (HDD) parameter, which is already consolidated in the field of efficient thermal management of data-centers. Secondly, properly designed indicators are added to this metric: the parameter of central utilization (PUC), which allows distinguishing the multi-use (e.g. combined TLC rooms and offices) from pure central offices; the index of cluster reliability (ICR), which evaluates the stability in time of the acquired data, and the reliability index (RI). The last parameter was specifically introduced to assess if a data center exhibits an unusual energy behavior with respect to a reference energy consumption benchmark, here defined for the group the site belongs to. The innovative contribution of the paper lies in the introduction and joint use of ICR and RI parameters, which can be set up as an effective diagnostic tool for telecommunications sites. The combined verification of current ICR and RI values allows outlining four possible scenarios, differentiated on the basis of the data reliability. Particularly, immediate determination of reliable and unreliable TLC sites is enabled, while the diagnostic potential is exploited to determine whether deeper investigation of energetic consumption trajectories is required. Specifically, the joint assessment of the ICR-RI pair was successfully applied to detecting the presence of anomalous TLC and cooling energy consumption data, as well as whether these abnormalities were due to inefficient thermal management or sensor malfunctioning.","2018-06-05","2026-04-07 14:09:21","2026-04-07 14:09:21","2026-04-07 14:09:21","277-287","","","137","","Applied Thermal Engineering","","","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/BKE534QV/D'Aniello et al. - 2018 - Introducing innovative energy performance metrics for high-level monitoring and diagnosis of telecom.pdf; /Users/anastasijazubkova/Zotero/storage/C3KUFN2J/S1359431117357794.html","","","Energy management; Thermal management; Telecommunication; Energy intelligence; Monitoring and diagnosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZT8VXPYF","journalArticle","2021","Chalapathy, Raghavendra; Khoa, Nguyen Lu Dang; Sethuvenkatraman, Subbu","Comparing multi-step ahead building cooling load prediction using shallow machine learning and deep learning models","Sustainable Energy, Grids and Networks","","2352-4677","10.1016/j.segan.2021.100543","https://www.sciencedirect.com/science/article/pii/S2352467721001144","Accurate building cooling load prediction is beneficial in managing optimal operation to conserve energy user and operational cost. Several physics-based and data-driven models proposed to forecast building cooling load focus on one-step-ahead prediction. Deep learning-based Long-term memory (LSTM) models are shown to perform well for one-step short-term (1Hour Ahead) building cooling load prediction. However, no prior studies have examined the prediction performance of shallow machine learning methods over deep learning models to forecast building cooling demand over multi-steps across diverse real-world datasets. A multi-step model learns a single parametric function from input time series and forecasts an array of building cooling load values (multi-step) simultaneously. A comprehensive study has been carried out to evaluate the performance of six data-driven models (2 shallow learning, 3 deep sequential learning, and 1 heuristic method) to predict multi-step long-term (1Day Ahead) building cooling load. Our results demonstrate variant of the LSTM model, the Recurrent Neural Network Multi-Input Multi-Output (RNN-MIMO) network architecture, performs consistently well compared to its deep learning counterparts and shallow machine learning techniques, both tree boosting and support vector regression. Notable conclusions from results obtained are twofold: Firstly, Long short-term memory (LSTM) based RNN-MIMO architecture performs well in both short-term (1Hour Ahead) and long-term (1Day Ahead) multi-step forecast horizon. RNN-MIMO is up to 33% more accurate, on average, in terms of mean absolute error over existing, state-of-the-art shallow machine learning models both Support Vector Regression (SVR) and tree boosting techniques (XGBoost). Our findings have significant implications for practice. Notably, machine learning models trained on one-step-ahead predictions cannot be deployed readily to predict multiple time steps into the future since longer prediction horizons impose additional training and fine-tuning efforts over each of the multiple steps. RNN-MIMO model’s ability to predict multiple time steps simultaneously eliminates the need for manual fine-tuning of individual models for each required forecast horizon.","2021-12-01","2026-04-07 14:10:09","2026-04-07 14:10:09","2026-04-07 14:10:09","100543","","","28","","Sustainable Energy, Grids and Networks","","","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/XLES4Z9V/Chalapathy et al. - 2021 - Comparing multi-step ahead building cooling load prediction using shallow machine learning and deep.pdf; /Users/anastasijazubkova/Zotero/storage/6W7MEJL9/S2352467721001144.html","","","HVAC; Cooling load prediction; Deep recurrent; Machine-learning; Multi-step; Shopping centre, office building, hospital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KGERBJP","journalArticle","2014","Guo, Yin; Nazarian, Ehsan; Ko, Jeonghan; Rajurkar, Kamlakar","Hourly cooling load forecasting using time-indexed ARX models with two-stage weighted least squares regression","Energy Conversion and Management","","0196-8904","10.1016/j.enconman.2013.12.060","https://www.sciencedirect.com/science/article/pii/S0196890414000259","This paper presents a robust hourly cooling-load forecasting method based on time-indexed autoregressive with exogenous inputs (ARX) models, in which the coefficients are estimated through a two-stage weighted least squares regression. The prediction method includes a combination of two separate time-indexed ARX models to improve prediction accuracy of the cooling load over different forecasting periods. The two-stage weighted least-squares regression approach in this study is robust to outliers and suitable for fast and adaptive coefficient estimation. The proposed method is tested on a large-scale central cooling system in an academic institution. The numerical case studies show the proposed prediction method performs better than some ANN and ARX forecasting models for the given test data set.","2014-04-01","2026-04-07 14:10:35","2026-04-07 14:10:35","2026-04-07 14:10:35","46-53","","","80","","Energy Conversion and Management","","","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/TNAZ3CQI/Guo et al. - 2014 - Hourly cooling load forecasting using time-indexed ARX models with two-stage weighted least squares.pdf; /Users/anastasijazubkova/Zotero/storage/DSLLLARP/S0196890414000259.html","","","ARX; Cooling load; Forecasting; Weighted least squares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKKG53KR","journalArticle","2017","Fan, Cheng; Xiao, Fu; Zhao, Yang","A short-term building cooling load prediction method using deep learning algorithms","Applied Energy","","0306-2619","10.1016/j.apenergy.2017.03.064","https://www.sciencedirect.com/science/article/pii/S0306261917302921","Short-term building cooling load prediction is the essential foundation for many building energy management tasks, such as fault detection and diagnosis, demand-side management and control optimization. Conventional methods, which heavily rely on physical principles, have limited power in practice as their performance is subject to many physical assumptions. By contrast, data-driven methods have gained huge interests due to their flexibility in model development and the rich data available in modern buildings. The rapid development in data science has provided advanced data analytics to tackle prediction problems in a more convenient, efficient and effective way. This paper investigates the potential of one of the most promising techniques in advanced data analytics, i.e., deep learning, in predicting 24-h ahead building cooling load profiles. Deep learning refers to a collection of machine learning algorithms which are powerful in revealing nonlinear and complex patterns in big data. Deep learning can be used either in a supervised manner to develop prediction models with given inputs and output (i.e., cooling load), or in an unsupervised manner to extract meaningful features from raw data as model inputs. This study exploits the potential of deep learning in both manners, and compares its performance in cooling load prediction with typical feature extraction methods and popular prediction techniques in the building field. The results show that deep learning can enhance the performance of building cooling load prediction, especially when used in an unsupervised manner for constructing high-level features as model inputs. Using the features extracted by unsupervised deep learning as inputs for cooling load prediction can evidently enhance the prediction performance. The findings are enlightening and could bring more flexible and effective solutions for building energy predictions.","2017-06-01","2026-04-07 14:10:47","2026-04-07 14:10:47","2026-04-07 14:10:47","222-233","","","195","","Applied Energy","","","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/C5JJ6BR7/Fan et al. - 2017 - A short-term building cooling load prediction method using deep learning algorithms.pdf; /Users/anastasijazubkova/Zotero/storage/RNJBX4WD/S0306261917302921.html","","","Big data; Building cooling load; Building energy prediction; Data mining; Deep learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXJGIMF5","journalArticle","2024","Sorrentino, Marco; Franzese, Nicola; Trifirò, Alena","Development and experimental assessment of a multi-annual energy monitoring tool to support energy intelligence and management in telecommunication industry","Energy Efficiency","","1570-6478","10.1007/s12053-024-10242-9","https://doi.org/10.1007/s12053-024-10242-9","Carbon-footprint reduction of key industrial buildings is addressed, by proposing methodologies for continuously monitoring telecommunication (TLC) central offices (COs). Main aim is classifying sites according to their efficiency and reliability, via the diagnosis of anomalous electricity consumptions. Such a goal is achieved through the definition of new key performance indicators (KPIs) based on TLC and cooling energy demand, improving the outcomes of pre-existing methods. While the reliability index and index of cluster reliability are specifically proposed to evaluate and physically assess the impact of climate control (CLC, i.e., the parasitic quota) electricity consumption with respect to the TLC one, the here introduced coefficient of variation of telecommunication energy allows for a more solid evaluation of energy measurements reliability. Another target of this study is to extend the afore-mentioned KPIs-based analysis to multi-annual periods of monitoring, thus allowing successfully meeting the currently in-force ISO 50001 standard. Specific central offices were then selected and analyzed to verify the results physical meaning. The method was proven effective in classifying central offices belonging to climate-homogenous fleets, according to the reliability level estimated over a triannual timeframe. Positive impacts in terms of attainable energy saving through improved thermal management, as well as methodology extendibility to other industrial sectors are finally presented and discussed.","2024-07-19","2026-04-07 14:11:01","2026-04-07 14:11:01","2026-04-07 14:11:01","64","","6","17","","Energy Efficiency","","","","","","","","en","","","","","Springer Link","","","","/Users/anastasijazubkova/Zotero/storage/CYMZUUVU/Sorrentino et al. - 2024 - Development and experimental assessment of a multi-annual energy monitoring tool to support energy i.pdf","","","Energy management; Telecommunications; Thermal management; Monitoring and diagnosis; ISO 50001 standard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4E494F5D","journalArticle","2023","Li, Xiang; Yu, Junqi; Zhao, Anjun; Hou, Shuai; Mao, Yun","Time series prediction method based on sub-metering in building energy performance evaluation","Journal of Building Engineering","","2352-7102","10.1016/j.jobe.2023.106638","https://www.sciencedirect.com/science/article/pii/S2352710223008173","Sub-metering of building energy consumption is a primary requirement for energy efficiency evaluation. However, the traditional method uses total energy consumption to evaluate the building energy performance, which cannot accurately analyze the energy saving of each sub-item. Therefore, this paper proposes an energy performance evaluation method based on time series prediction of sub-metering. First, a time series one-step ahead energy consumption prediction model is developed. Second, the energy consumption evaluation method is proposed based on the prediction error at each step and the overall prediction error. Third, five campus buildings in northern China are used as examples to validate the proposed method. The results show that the energy consumption sub-evaluation strategy is more conducive to improving energy use efficiency and exploring the energy-saving potential of the buildings. In addition, the evaluation method is based on a predictive model with a customized evaluation method for different sub-items of each building, which is very practical and versatile in practical use and provides an effective tool for the development of building energy efficiency work.","2023-08-01","2026-04-07 14:11:09","2026-04-07 14:11:09","2026-04-07 14:11:09","106638","","","72","","Journal of Building Engineering","","","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/GWUHJD5U/Li et al. - 2023 - Time series prediction method based on sub-metering in building energy performance evaluation.pdf; /Users/anastasijazubkova/Zotero/storage/E5GYUJIR/S2352710223008173.html","","","Campus building; Energy performance evaluation; Long short-term memory; Sub-metering; Time series","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NU7GE5BG","journalArticle","2019","Sorrentino, Marco; Bruno, Marco; Trifirò, Alena; Rizzo, Gianfranco","A Novel Energy Efficiency Metric for Model-Based Fault Diagnosis of Telecommunication Central Offices","Energy Procedia","","1876-6102","10.1016/j.egypro.2019.01.854","https://www.sciencedirect.com/science/article/pii/S1876610219308951","A novel energy metric is presented, to be adopted for monitoring and diagnosis of telecommunication (TLC) central offices (COFs). Such an activity is motivated by the TLC players need to substantially reduce their energy demand, both to increase their market competitiveness and meet the stringent green-house gas (GHG) emission regulations. The proposed metric, the utilization factor (UF), was thus defined according to the energy break-down of TLC-COFs. Then, suitable data-processing techniques were applied to develop a diagnosis-oriented UF model. Model accuracy, found to be always capable of guaranteeing UF estimation errors safely below 15 % for all non-faulty COFs, was proven adequate to perform model-based fault detection and isolation of relevant malfunctioning, such as abnormal data acquisition and non-optimal energy management.","2019-02-01","2026-04-07 16:32:40","2026-04-07 16:32:40","2026-04-07 16:32:40","3901-3907","","","158","","Energy Procedia","","Innovative Solutions for Energy Transitions","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/4NCCAKWZ/Sorrentino et al. - 2019 - A Novel Energy Efficiency Metric for Model-Based Fault Diagnosis of Telecommunication Central Office.pdf; /Users/anastasijazubkova/Zotero/storage/RZRVXGFG/S1876610219308951.html","","","Telecommunication; Energy; Fault Diagnosis; Metrics; Modeling; Thermal Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TISWD3SU","journalArticle","2021","Malafronte, Ludovica; Sorrentino, Marco; Trifirò, Alena","Development and experimental verification of data-driven approaches to real-time energy monitoring and diagnosis of telecommunication sites","International Journal of Energy Research","","1099-114X","10.1002/er.6789","https://onlinelibrary.wiley.com/doi/abs/10.1002/er.6789","The paper presents a diagnostic tool aimed at improving energy conservation and thermal management within telecommunication sites. Malfunctions of data acquisition and electronic and cooling systems were analyzed. Fault tree analysis methodology was applied to develop the targeted fault signature matrix-based detection and isolation schemes. Specifically in this work, an automatic data-driven procedure, relying on physical and statistical knowledge, was conceived to get full and measurement-uncertainties-free energy characterization of telecommunication sites in non-faulty conditions, also distinguishing pure central offices from multi-use central offices (eg, combined TLC rooms and offices), with the introduction of a synthetic and easy-to-calculate threshold. According to this threshold, a TLC site is classified as a multi-use central office if the auxiliaries absorb more than 10% of the total energy consumption of the site. The developed tool allows for the valorization and processing of the available measurements, without any additional modification of the existing network. Experimental verification allowed confirming the applicability of proposed diagnostic procedure as a data-driven energy intelligence tool to simplify and lean maintenance operations. Main achievements were accomplished only relying on electricity measurements, thus positively influencing sensing costs and reliability. The proposed procedure contributed to achieving up to 11% yearly energy savings in high energy demanding central office without additional sensor costs, thus being strategic for implementing new regulatory standards, as well as reducing the impact of thermal management on telecommunication sites energy consumption.","2021","2026-04-07 16:33:07","2026-04-07 16:33:07","2026-04-07 16:33:07","15139-15159","","10","45","","","","","","","","","","en","© 2021 The Authors. International Journal of Energy Research published by John Wiley & Sons Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/er.6789","","/Users/anastasijazubkova/Zotero/storage/BUD8VRQD/Malafronte et al. - 2021 - Development and experimental verification of data-driven approaches to real-time energy monitoring a.pdf; /Users/anastasijazubkova/Zotero/storage/GM57Z4HH/er.html","","","diagnosis; energy management and conservation; Fault Tree Analysis; sustainable energy; telecommunications; thermal management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MXUERWJ4","journalArticle","2022","Alrobaie, Abdurahman; Krarti, Moncef","A Review of Data-Driven Approaches for Measurement and Verification Analysis of Building Energy Retrofits","Energies","","1996-1073","10.3390/en15217824","https://www.mdpi.com/1996-1073/15/21/7824","Although the energy and cost benefits for retrofitting existing buildings are promising, several challenges remain for accurate measurement and verification (M&V) analysis to estimate these benefits. Due to the rapid development in advanced metering infrastructure (AMI), data-driven approaches are becoming more effective than deterministic methods in developing baseline energy models for existing buildings using historical energy consumption data. The literature review presented in this paper provides an extensive summary of data-driven approaches suitable for building energy consumption prediction needed for M&V applications. The presented literature review describes commonly used data-driven modeling approaches including linear regressions, decision trees, ensemble methods, support vector machine, deep learning, and kernel regressions. The advantages and limitations of each data-driven modeling approach and its variants are discussed, including their cited applications. Additionally, feature engineering methods used in building energy data-driven modeling are outlined and described based on reported case studies to outline commonly used building features as well as selection and processing techniques of the most relevant features. This review highlights the gap between the listed existing frameworks and recently reported case studies using data-driven models. As a conclusion, this review demonstrates the need for a flexible M&V analysis framework to identify the best data-driven methods and their associated features depending on the building type and retrofit measures.","2022-01","2026-04-07 16:33:16","2026-04-07 16:33:16","2026-04-07 16:33:16","7824","","21","15","","","","","","","","Multidisciplinary Digital Publishing Institute","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","","","/Users/anastasijazubkova/Zotero/storage/7XKSHNQ4/Alrobaie and Krarti - 2022 - A Review of Data-Driven Approaches for Measurement and Verification Analysis of Building Energy Retr.pdf","","","baseline models; data-driven modeling; energy conservation measures; measurement and verification; retrofitted buildings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"75LUJ2S2","journalArticle","2022","Qaisar, Irfan; Zhao, Qianchuan","Energy baseline prediction for buildings: A review","Results in Control and Optimization","","26667207","10.1016/j.rico.2022.100129","https://linkinghub.elsevier.com/retrieve/pii/S2666720722000194","Building energy consumption prediction has gotten a lot of attention in the literature since it is a complicated process influenced by a lot of different factors. Hence, precisely calculating the energy consumption of buildings and enhancing its efficiency is a difficult task. As a result, good energy management and prediction are becoming increasingly vital in the support of energy saving. For this purpose, an energy baseline model is a useful tool for modeling energy consumption for any building over a period of time. It can define as a comparison tool that allows to evaluate energy performance before and after some modification in the system (building). The primary goal of the energy baseline model is to estimate energy demand if energy efficiency measures are applied to a building for the sake of energy savings estimations. The purpose of this study is to examine current approaches for estimating building energy baselines, including physics-based, data-driven, and hybrid approaches, as well as model development process and essential elements. The choice of input independent variables is critical when developing energy baseline models since it affects the estimation of energy savings. Therefore, this review summarizes the input variables that influence energy consumption. Performance metrics are also provided to evaluate the energy baseline models and the effects of independent variables.","2022-06","2026-04-07 16:33:33","2026-04-07 16:33:33","2026-04-07 16:33:33","100129","","","7","","Results in Control and Optimization","Energy baseline prediction for buildings","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/75RCTXAH/Qaisar and Zhao - 2022 - Energy baseline prediction for buildings A review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPCG9XXD","journalArticle","2017","Mea, Luigi; Sorrentino, Marco; Rizzo, Gianfranco; Trifirò, Alena; Bedogni, Filippo; Bonifazi, Alessio","A versatile modeling approach to monitoring and reduction of energy consumption of telecommunication cooling systems","Energy Efficiency","","1570-6478","10.1007/s12053-016-9464-5","https://doi.org/10.1007/s12053-016-9464-5","The paper presents and discusses the versatility of a first principle based model aimed at performing extensive energy scenario analyses for single telecommunication (TLC) equipment rooms. Such a modeling approach is currently under implementation on an intranet platform specifically developed to perform real-time monitoring and diagnosis, as well as offline optimization analyses based on real data acquired on the field. Specifically in this work, a model of room thermal dynamics previously developed by the authors was upgraded, in such a way as to enable its extension to any TLC room, thus also being versatile for application in different room typology and in all possible climatic locations as well. Through the model, specific energy management strategies were tested and extensively analyzed by exploring a large number of control parameters ranges. The model was also coupled to a sub-model enabling the simulation of air handling unit operated in cold ventilation, thus allowing assessing the effect of including such a low-cost operating mode, whose main features are detailed in a specific section. The performed simulations not only clearly indicate the high accuracy granted by the model in all analyzed rooms, but also demonstrate the great potential offered by well-constructed model-based optimization analyses to single out the best control parameters to be applied on a given TLC room.","2017-04-01","2026-04-07 16:33:33","2026-04-07 16:33:33","2026-04-07 16:33:33","419-440","","2","10","","Energy Efficiency","","","","","","","","en","","","","","Springer Link","","","","/Users/anastasijazubkova/Zotero/storage/4GYUT6SD/Mea et al. - 2017 - A versatile modeling approach to monitoring and reduction of energy consumption of telecommunication.pdf","","","Cooling; Energy management; Diagnosis; Model-based optimization; Monitoring; Telecommunication equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C3FWFBJK","journalArticle","2024","Canale, L.; Ficco, G.; Di Pietra, B.; Dell’Isola, M.","A novel model to detect abnormal thermal energy consumption in existing buildings with limited metering infrastructure","Energy and Buildings","","0378-7788","10.1016/j.enbuild.2024.114803","https://www.sciencedirect.com/science/article/pii/S0378778824009198","In EU, excessive energy waste occurs in existing buildings due to multiple reasons, such as inadequate building design, frequent operation of the technical building systems far from the design and reference conditions, lack of proper maintenance, lack of building automation and control systems, unexpected or exceptional weather conditions and inappropriate end-user behaviours. In this context, the detection of “abnormal” energy consumption is crucial both to increase end-users’ awareness and to help energy managers and technicians in the energy diagnosis. In this paper, the authors present a novel model to detect abnormal thermal energy consumption in existing buildings equipped with limited metering infrastructure. Four heating seasons of daily thermal energy consumption and indoor environmental data of a case study building located in Central Italy were analysed to develop, train and test the model for data processing, benchmarking, abnormal energy consumption identification and diagnosis. The results of the test phase show the ability of the model to detect behavioural faults, such as the low consumption and indoor air temperature in two dwellings and the high ones in one other. Also, the poor thermal insulation properties of the building were clearly highlighted by the proposed model.","2024-11-15","2026-04-07 16:38:02","2026-04-07 16:38:02","2026-04-07 16:38:02","114803","","","323","","Energy and Buildings","","","","","","","","","","","","","ScienceDirect","","","","/Users/anastasijazubkova/Zotero/storage/PQF9TCYH/Canale et al. - 2024 - A novel model to detect abnormal thermal energy consumption in existing buildings with limited meter.pdf; /Users/anastasijazubkova/Zotero/storage/U6RQRZUW/S0378778824009198.html","","","Abnormal consumption; Building operational performance; End-users’ awareness; Energy diagnosis; Energy feedback; Fault detection; Occupant behaviour; Smart metering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGKI846U","conferencePaper","2025","Walsen, Gustave Van; Li, Jie; Riddell, William","ML-Assisted Multi-Temporal Weather Normalization for Commercial Building Energy Audit","2025 57th North American Power Symposium (NAPS)","","2833-003X","10.1109/NAPS66256.2025.11272358","https://ieeexplore.ieee.org/document/11272358/","Understanding the degree to which weather phenomena impact energy usage in buildings is essential to their transition toward energy efficiency. Weather normalization (WN) is an analytical tool adopted by utilities, grid operators, energy auditors, and building energy managers to account for the influence of varied weather on underlying building energy signatures. Weather-normalized data can particularly be of aid in energy audits, for applications including but not limited to energy forecasting, conservation measurement & verification, efficiency analysis, and peak demand identification. Recent smart meter deployments have expanded the granularity of building energy data available, opening up the potential for machine-learning-assisted WN with applicability that extends beyond conventional approaches. This paper discusses various WN applications and suggests expanded usability of WN in commercial building energy audits. To this end, a multi-temporal WN approach utilizing Support Vector Regression to assist in building energy profile characterization is proposed. Case studies are included to evaluate the effectiveness of the approach.","2025-10","2026-04-07 16:38:40","2026-04-07 16:38:40","2026-04-07 16:38:40","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/anastasijazubkova/Zotero/storage/UZXLPIIQ/Walsen et al. - 2025 - ML-Assisted Multi-Temporal Weather Normalization for Commercial Building Energy Audit.pdf","","","Buildings; Commercial Building Energy Audit; Energy efficiency; Energy measurement; Forecasting; Machine learning; Machine Learning; North America; Smart meters; Support vector machines; Support Vector Regression; Usability; Weather Normalization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 57th North American Power Symposium (NAPS)","","","","","","","","","","","","","","",""
"WCUNF5HQ","journalArticle","2014","Sorrentino, Marco; Rizzo, Gianfranco; Trifirò, Alena; Bedogni, Filippo","A Model-Based Key Performance Index for Energy Assessment and Monitoring of Telecommunication Cooling Systems","IEEE Transactions on Sustainable Energy","","1949-3037","10.1109/TSTE.2014.2334365","https://ieeexplore.ieee.org/abstract/document/6866237","A model-based key performance indicator (KPI) is proposed to monitor and suggest useful counteractions, to be undertaken whenever inefficient management of cooling systems is detected. The proposed methodology is applied both at room and central office (CEOF) level over an extended time window. The different modeling approaches required to usefully apply the proposed method to both Telecommunication (TLC) rooms and entire CEOFs are presented and discussed in detail. The results obtained in the former case allowed us to deeply analyze two alternative cooling management strategies for a selected TLC room, particularly addressing what is the most efficient one depending on outside temperature. Furthermore, the simulation-based evaluation of KPI was validated by comparison with experimentally derived estimations. The KPI computed at the CEOF level was proven effective to verify if expectable cooling efficiencies were met. Finally, the proposed KPI metric was discussed in view of its potential deployment to diagnose abnormal energy consumptions, which can be due to faults occurring either in sensors or cooling devices.","2014-10","2026-04-07 16:57:28","2026-04-07 16:57:28","2026-04-07 16:57:28","1126-1136","","4","5","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/anastasijazubkova/Zotero/storage/CY9BNLIU/Sorrentino et al. - 2014 - A Model-Based Key Performance Index for Energy Assessment and Monitoring of Telecommunication Coolin.pdf; /Users/anastasijazubkova/Zotero/storage/2NI42DMW/6866237.html","","","Cooling; Energy management; Monitoring; Communication equipment; energy management; fault diagnosis; key performance index; modeling; Performance analysis; telecommunication (TLC) equipment; Temperature measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2MBYYCY","webpage","2021","Cheng Fan","A Review on Data Preprocessing Techniques Toward Efficient and Reliable Knowledge Discovery From Building Operational Data","","","","","https://www.frontiersin.org/journals/energy-research/articles/10.3389/fenrg.2021.652801/full","","2021","2026-04-07 16:57:31","2026-04-10 11:10:29","2026-04-07 16:57:31","","","","","","","","","","","","","","","","","","","","","","","/Users/anastasijazubkova/Zotero/storage/R63EZU27/full.html; /Users/anastasijazubkova/Zotero/storage/GFTZKG9Y/Frontiers  A Review on Data Preprocessing Techniques Toward Efficient and Reliable Knowledge Discov.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AWW9AKV","journalArticle","2020","Drgoňa, Ján; Arroyo, Javier; Cupeiro Figueroa, Iago; Blum, David; Arendt, Krzysztof; Kim, Donghun; Ollé, Enric Perarnau; Oravec, Juraj; Wetter, Michael; Vrabie, Draguna L.; Helsen, Lieve","All you need to know about model predictive control for buildings","Annual Reviews in Control","","13675788","10.1016/j.arcontrol.2020.09.001","https://linkinghub.elsevier.com/retrieve/pii/S1367578820300584","It has been proven that advanced building control, like model predictive control (MPC), can notably reduce the energy use and mitigate greenhouse gas emissions. However, despite intensive research efforts, the practical applications are still in the early stages. There is a growing need for multidisciplinary education on advanced control methods in the built environment to be accessible for a broad range of researchers and practitioners with different engineering backgrounds. This paper provides a unified framework for model predictive building control technology with focus on the real-world applications. From a theoretical point of view, this paper presents an overview of MPC formulations for building control, modeling paradigms and model types, together with algorithms necessary for real-life implementation. The paper categorizes the most notable MPC problem classes, links them with corresponding solution techniques, and provides an overview of methods for mitigation of the uncertainties for increased performance and robustness of MPC. From a practical point of view, this paper delivers an elaborate classification of the most important modeling, co-simulation, optimal control design, and optimization techniques, tools, and solvers suitable to tackle the MPC problems in the context of building climate control. On top of this, the paper presents the essential components of a practical implementation of MPC such as different control architectures and nuances of communication infrastructures within supervisory control and data acquisition (SCADA) systems. The paper draws practical guidelines with a generic workflow for implementation of MPC in real buildings aimed for contemporary adopters of this technology. Finally, the importance of standardized performance assessment and methodology for comparison of different building control algorithms is discussed.","2020","2026-04-17 06:59:30","2026-04-17 06:59:30","2026-04-17 06:59:30","190-232","","","50","","Annual Reviews in Control","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/anastasijazubkova/Zotero/storage/HXAFFXAT/Drgoňa et al. - 2020 - All you need to know about model predictive control for buildings.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
